IATA,LATITUDE,LONGITUDE,TIMEZONE
VAF,44.9216,4.9699,1
VHY,46.169700622558594,3.4037399291992188,1
AUR,44.89139938354492,2.4219400882720947,1
CHR,46.86027778,1.7211111,1
LYN,45.72719955444336,4.944270133972168,1
QXB,43.5056,5.36778,1
.,43.384700775146484,6.387139797210693,1
CEQ,43.54199981689453,6.953479766845703,1
EBU,45.54059982299805,4.296390056610107,1
.,43.522701,4.92384,1
CCF,43.215999603271484,2.3063199520111084,1
MRS,43.439271922,5.22142410278,1
NCE,43.6584014893,7.215869903560001,1
.,44.140499114990234,4.866720199584961,1
PGF,42.74039840698242,2.8706700801849365,1
CTT,43.252498626708984,5.785190105438232,1
.,44.069698,4.14212,1
MPL,43.57619857788086,3.96301007270813,1
BZR,43.32350158691406,3.3538999557495117,1
AVN,43.90729904174805,4.901830196380615,1
.,43.60639953613281,5.109250068664551,1
.,43.17580032348633,2.7341699600219727,1
MEN,44.50210189819336,3.532819986343384,1
.,44.02980041503906,5.078060150146484,1
.,47.053299,2.6325,1
BVA,49.45439910888672,2.1127800941467285,1
.,48.058102,1.37662,1
.,47.256802,-0.115142,1
.,49.02870178222656,1.2198599576950073,1
LEH,49.53390121459961,0.08805599808692932,1
.,50.143501,1.831891,1
ORE,47.9878005981,1.7605600357100002,1
XCR,48.776100158691406,4.184490203857422,1
URO,49.38420104980469,1.1748000383377075,1
TUF,47.4322013855,0.727605998516,1
CET,47.08209991455078,-0.8770639896392822,1
LVA,48.03139877319336,-0.7429860234260559,1
.,47.8969,2.16333,1
LBG,48.969398498535156,2.441390037536621,1
CSF,49.253501892089844,2.5191400051116943,1
CDG,49.0127983093,2.54999995232,1
.,48.83769989013672,3.016119956970215,1
.,48.604698181152344,2.6711199283599854,1
TNF,48.75189971923828,2.1061899662017822,1
ORY,48.7233333,2.3794444,1
POX,49.0966667,2.0408333,1
.,48.7741667,2.1916667,1
.,49.20869827270508,4.156579971313477,1
QYR,48.32210159301758,4.01669979095459,1
.,48.593299865722656,6.543459892272949,1
.,49.226898193359375,5.672220230102539,1
.,46.96730041503906,4.260570049285889,1
NVS,47.002601623535156,3.1133298873901367,1
.,50.221802,3.15424,1
.,50.31050109863281,4.033120155334473,1
.,47.2066,6.083681,1
.,48.7680556,7.205,1
LIL,50.563332,3.086886,1
.,50.61840057373047,2.642240047454834,1
.,49.78390121459961,4.647079944610596,1
.,47.6376,6.20392,1
BES,48.447898864746094,-4.418540000915527,1
CER,49.65010070800781,-1.4702800512313843,1
DNR,48.58769989013672,-2.0799601078033447,1
.,47.289398193359375,-2.3463900089263916,1
GFR,48.88309860229492,-1.564170002937317,1
DOL,49.3652992249,0.154305994511,1
LRT,47.76060104370117,-3.440000057220459,1
EDM,46.701900482177734,-1.3786300420761108,1
.,48.53030014038086,-4.151639938354492,1
CFR,49.173301696777344,-0.44999998807907104,1
.,48.281700134277344,-4.4450201988220215,1
LME,47.94860076904297,0.20166699588298798,1
RNS,48.069499969499994,-1.73478996754,1
LAI,48.754398345947266,-3.4716598987579346,1
UIP,47.974998474121094,-4.167789936065674,1
NTE,47.153198242200006,-1.61073005199,1
SBK,48.5378,-2.85444,1
MXN,48.6031990051,-3.81577992439,1
VNE,47.72330093383789,-2.718559980392456,1
SNR,47.3105556,-2.1566667,1
BSL,47.59,7.5291667,1
.,47.922000885,7.39967012405,1
DIJ,47.268901825,5.09000015259,1
MZM,49.07170104980469,6.131669998168945,1
EPL,48.32500076293945,6.069980144500732,1
.,48.7943000793,7.81760978699,1
.,48.63600158691406,4.899419784545898,1
.,47.487,6.79054,1
ENC,48.692100524902344,6.230460166931152,1
.,48.583099365234375,5.954999923706055,1
.,46.90399932861328,6.3273701667785645,1
RHE,49.310001,4.05,1
SXB,48.538299560546875,7.628230094909668,1
.,47.7830556,6.36416667,1
.,43.247798919677734,6.126699924468994,1
TLN,43.0973014832,6.14602994919,1
FNI,43.75740051269531,4.4163498878479,1
MQC,47.095500946,-56.3802986145,-3
FSP,46.762901306152344,-56.173099517822266,-3
.,45.987301,5.32844,1
.,48.086299896240234,5.664060115814209,1
PYR,37.9207,21.292601,2
AGQ,38.602001,21.3512001,2
AXD,40.855899810791016,25.956300735473633,2
.,40.651100158691406,22.48870086669922,2
VOL,39.219600677490234,22.794300079345703,2
.,38.06380081176758,23.555999755859375,2
JKH,38.34320068359375,26.140600204467773,2
IOA,39.6963996887207,20.822500228881836,2
HER,35.3396987915,25.180299758900002,2
KSO,40.4463005066,21.2821998596,2
KIT,36.2742996216,23.0170001984,2
EFL,38.12009811401367,20.500499725341797,2
KLX,37.06829833984375,22.02549934387207,2
.,40.972801208496094,24.341400146484375,2
KGS,36.79330062866211,27.091699600219727,2
AOK,35.4213981628418,27.145999908447266,2
CFU,39.601898193359375,19.911699295043945,2
KSJ,35.4213981628,26.909999847399998,2
KVA,40.913299560546875,24.619199752807617,2
KZI,40.28609848022461,21.84079933166504,2
LRS,37.184898376499994,26.8003005981,2
LXS,39.917098999,25.236299514799995,2
LRA,39.650253,22.4655,2
.,37.98109817504883,23.365400314331055,2
JMK,37.43510055541992,25.348100662231445,2
MJT,39.0567016602,26.5983009338,2
PVK,38.925498962402344,20.765300750732422,2
.,36.38309860229492,28.10890007019043,2
RHO,36.405399322509766,28.086200714111328,2
GPA,38.1511,21.4256,2
CHQ,35.531700134277344,24.149700164794922,2
JSI,39.177101135253906,23.503700256347656,2
SMI,37.689998626708984,26.911699295043945,2
.,36.973899841308594,22.52630043029785,2
JTR,36.399200439453125,25.479299545288086,2
JSH,35.21609878540039,26.101299285888672,2
.,39.48,22.7672,2
SKU,38.9676017761,24.4871997833,2
.,38.339802,23.565001,2
.,35.19200134277344,25.32699966430664,2
.,37.530601501464844,22.403600692749023,2
SKG,40.51969909667969,22.97089958190918,2
.,38.1088981628418,23.78380012512207,2
ZTH,37.75090026855469,20.884300231933594,2
BUD,47.436901092499994,19.255599975599996,1
DEB,47.48889923095703,21.615299224853516,1
.,46.91749954223633,19.74920082092285,1
.,47.9838981628418,21.69230079650879,1
.,46.30390167236328,18.76919937133789,1
.,47.07789993286133,17.968399047851562,1
.,47.122897,20.2355,1
.,41.541401,15.7181,1
CRV,38.9972,17.0802,1
BRI,41.138901,16.760599,1
FOG,41.432899,15.535,1
TAR,40.517502,17.4032,1
LCC,40.239201,18.133301,1
PSR,42.431702,14.1811,1
BDS,40.6576,17.947001,1
.,40.767799,16.9333,1
SUF,38.905399,16.2423,1
CTA,37.466801,15.0664,1
LMP,35.497898,12.6181,1
PNL,36.816502,11.9689,1
PMO,38.175999,13.091,1
.,38.110802,13.3133,1
REG,38.071201,15.6516,1
TPS,37.9114,12.488,1
NSY,37.401699,14.9224,1
AHO,40.632099,8.29077,1
DCI,39.354198,8.97248,1
CAG,39.251499,9.05428,1
OLB,40.898701,9.51763,1
TTB,39.9188,9.68298,1
.,45.086399,7.60337,1
.,45.542198,9.20333,1
MXP,45.6306,8.72811,1
BGY,45.673901,9.70417,1
TRN,45.200802,7.64963,1
ALL,44.050598,8.12743,1
GOA,44.4133,8.8375,1
LIN,45.445099,9.27674,1
.,45.529598,8.66922,1
PMF,44.824501,10.2964,1
QPZ,44.913101,9.723323,1
CUF,44.547001,7.62322,1
AVB,46.031898,12.596503,1
BZO,46.460201,11.3264,1
.,44.224201,12.3072,1
BLQ,44.5354,11.2887,1
TSF,45.648399,12.1944,1
.,45.978699,13.0493,1
FRL,44.194801,12.0701,1
.,45.432201,10.2677,1
.,45.472,10.9279,1
VBS,45.428902,10.3306,1
TRS,45.827499,13.4722,1
RMI,44.020302,12.6117,1
.,45.684898,12.0829,1
VIC,45.573399,11.5295,1
QPA,45.395802,11.8479,1
VRN,45.395699,10.8885,1
VCE,45.505299,12.3519,1
SAY,43.256302,11.255,1
CIA,41.7994,12.5949,1
.,41.654499,12.4452,1
FCO,41.8002778,12.2388889,1
.,41.990299,12.7408,1
EBA,42.7603,10.2394,1
QLT,41.5424,12.909,1
.,41.060799,14.0819,1
NAP,40.886002,14.2908,1
PSA,43.683899,10.3927,1
FLR,43.810001,11.2051,1
GRS,42.759701,11.0719,1
.,41.9519,12.4989,1
.,42.430199,12.0642,1
PEG,43.095901,12.5132,1
.,45.900001525879,15.530200004578,1
LJU,46.223701,14.4576,1
MBX,46.47990036010742,15.686100006103516,1
POW,45.4734001159668,13.614999771118164,1
.,46.47200012207031,15.116999626159668,1
.,48.9463996887207,14.427499771118164,1
.,49.939701080322266,15.381799697875977,1
.,50.253201,15.8452,1
.,49.84809875488281,13.893500328063965,1
.,50.12139892578125,14.543600082397461,1
.,49.02939987182617,17.439699172973633,1
KLV,50.202999114990234,12.914999961853027,1
.,49.675201416016,13.274600028992,1
.,50.540199279785156,15.006600379943848,1
OSR,49.6963005065918,18.111099243164062,1
.,49.16579818725586,16.124900817871094,1
PED,50.01340103149414,15.73859977722168,1
.,49.72010040283203,14.100600242614746,1
PRV,49.42580032348633,17.404699325561523,1
PRG,50.1008,14.26,1
BRQ,49.15129852294922,16.694400787353516,1
.,50.216599,14.3958,1
TLV,32.01139831542969,34.88669967651367,2
BEV,31.287000656128,34.722999572754,2
.,31.8395004272,34.8218002319,2
.,32.440799713134766,35.0077018737793,2
ETH,29.56130027770996,34.96009826660156,2
.,30.621700286865234,35.20330047607422,2
HFA,32.80939865112305,35.04309844970703,2
.,31.7625007629,34.727199554399995,2
RPN,32.98099899291992,35.5718994140625,2
.,32.5973014831543,35.22880172729492,2
.,31.32819938659668,35.38859939575195,2
.,31.208299636799996,35.012298584,2
VDA,29.94029998779297,34.93579864501953,2
.,32.66510009765625,35.179500579833984,2
.,30.776100158691406,34.66669845581055,2
SDV,32.11470031738281,34.78219985961914,2
MLA,35.857498,14.4775,1
.,47.843299865722656,16.260099411010742,1
.,48.18330001831055,14.040900230407715,1
GRZ,46.9911003112793,15.439599990844727,1
INN,47.260201,11.344,1
LNZ,48.2332,14.1875,1
SZG,47.793300628699996,13.0043001175,1
VIE,48.110298156738,16.569700241089,1
.,47.202801,14.7442,1
.,38.883301,-9.0301,0
SMA,36.97140121459961,-25.17060089111328,-1
BGC,41.85779953,-6.70712995529,0
.,38.0788993835,-7.93240022659,0
.,41.5871009827,-8.445139884949999,0
.,40.158758,-8.470815,0
.,38.724998474121094,-9.355230331420898,0
.,40.264801,-7.47996,0
.,38.533501,-7.88964,0
FLW,39.455299377441406,-31.131399154663086,-1
FAO,37.0144004822,-7.96590995789,0
GRW,39.092201232910156,-28.029800415039062,-1
HOR,38.519901275634766,-28.715900421142578,-1
TER,38.761798858599995,-27.090799331699998,-1
.,39.8283333,-8.8875,0
.,38.703899383499994,-9.035920143130001,0
.,40.91590118408203,-8.645919799804688,0
PDL,37.7411994934,-25.6979007721,-1
PIX,38.554298400878906,-28.441299438476562,-1
.,37.149299621582,-8.5839595794678,0
OPO,41.2481002808,-8.68138980865,0
PXO,33.0733985901,-16.3500003815,0
LIS,38.7812995911,-9.13591957092,0
SJZ,38.66550064086914,-28.175800323486328,-1
.,38.83110046386719,-9.339550018310547,0
.,39.475101,-8.36458,0
VRL,41.27429962158203,-7.720469951629639,0
.,40.72549819946289,-7.8889899253845215,0
OMO,43.282901763916016,17.84589958190918,1
SJJ,43.82460021972656,18.331499099731445,1
ARW,46.17660140991211,21.261999130249023,2
BCM,46.52190017700195,26.91029930114746,2
BAY,47.65840148925781,23.469999313354492,2
BBU,44.50320053100586,26.102100372314453,2
CND,44.36220169067383,28.488300323486328,2
CLJ,46.78519821166992,23.686199188232422,2
CSB,45.41999816894531,22.253299713134766,2
CRA,44.31809997558594,23.888599395751953,2
IAS,47.17850112915039,27.6205997467041,2
OMR,47.025299072265625,21.90250015258789,2
OTP,44.5711111,26.085,2
SBZ,45.78559875488281,24.091299057006836,2
SUJ,47.70330047607422,22.885700225830078,2
SCV,47.6875,26.35409927368164,2
TCE,45.0625,28.71430015563965,2
TGM,46.46770095825195,24.412500381469727,2
TSR,45.809898376464844,21.337900161743164,2
.,47.083900451699996,6.792840003970001,1
GVA,46.23809814453125,6.108950138092041,1
.,46.4874992371,7.25083017349,1
SIR,46.219600677500004,7.326759815220001,1
.,46.943901,8.28417,1
.,47.398601532,8.648229599,1
EML,47.092444,8.305184,1
.,47.07889938354492,9.06482982635498,1
.,46.74330139160156,8.109999656677246,1
.,46.8432,6.91506004333,1
LUG,46.00429916379999,8.9105796814,1
BRN,46.914100647,7.497149944309999,1
.,47.18159866333008,7.417190074920654,1
ZRH,47.464698791504,8.5491695404053,1
ACH,47.4850006104,9.560770034789998,1
SMV,46.53409957885742,9.884110450744629,1
.,39.9350013733,32.7407989502,2
ESB,40.128101348899996,32.995098114,3
ANK,39.949798584,32.6885986328,3
.,40.078899383499994,32.5656013489,3
ADA,36.9822006226,35.280399322499996,3
UAB,37.002101898199996,35.4258995056,3
AFY,38.726398468,30.6011009216,3
AYT,36.898701,30.800501,3
GZT,36.9472007751,37.4786987305,3
.,36.5744552612,36.1534194946,3
KYA,37.979,32.561901,3
MLX,38.353699,38.253899,3
MZH,40.829399,35.521999,3
VAS,39.813801,36.9035,3
.,38.435298919699996,38.0909996033,3
ASR,38.770401001,35.4953994751,3
.,39.451499938964844,31.365299224853516,3
.,40.307430267333984,36.367408752441406,3
DNZ,37.7855987549,29.7012996674,3
IST,40.9768981934,28.814599990799998,3
BZI,39.619300842285156,27.926000595092773,3
BDM,40.31800079345703,27.977699279785156,3
ESK,39.7840995789,30.582099914599997,3
ADB,38.2924003601,27.156999588,3
.,38.31909942626953,27.159400939941406,3
IGL,38.513000488299994,27.010099411,3
.,37.78512191772461,30.59001922607422,3
.,39.426700592041016,30.01689910888672,3
.,40.68439865112305,29.375699996948242,3
.,40.73500061035156,30.08329963684082,3
DLM,36.7131004333,28.7924995422,3
.,38.80889892578125,27.833900451660156,3
BXN,37.140098571777344,27.669700622558594,3
.,40.99300003051758,29.21649932861328,3
EZS,38.6068992615,39.2914009094,3
DIY,37.893901825,40.201000213600004,3
ERC,39.7102012634,39.527000427199994,3
ERZ,39.9565010071,41.17020034789999,3
TZX,40.99509811401367,39.78969955444336,3
VAN,38.46820068359375,43.332298278808594,3
BAL,37.929000854499996,41.1166000366,3
.,37.97890090942383,41.84040069580078,3
.,38.517601013183594,26.977399826049805,3
.,37.95069885253906,27.32900047302246,3
BZY,47.83810043334961,27.7814998626709,2
KIV,46.92770004272461,28.930999755859375,2
OHD,41.18,20.7423,1
SKP,41.961601,21.621401,1
GIB,36.1511993408,-5.3496599197400005,1
BEG,44.8184013367,20.3090991974,1
INI,43.337299,21.853701,1
TGD,42.35940170288086,19.25189971923828,1
PRN,42.5728,21.035801,1
TIV,42.404701232910156,18.72330093383789,1
.,45.1469,21.3099,1
BTS,48.17020034790039,17.21269989013672,1
KSC,48.66310119628906,21.241100311279297,1
.,48.402000427246094,17.11840057373047,1
PZY,48.62519836425781,17.828399658203125,1
SLD,48.63779830932617,19.13409996032715,1
.,48.8650016785,17.9923000336,1
TAT,49.073600769,20.2411003113,1
NCA,21.917499542236328,-71.9395980834961,-4
PLS,21.77359962463379,-72.26589965820312,-4
XSC,21.515699386599998,-71.528503418,-4
EPS,19.198600769,-69.42980194089999,-4
BRX,18.25149917602539,-71.12039947509766,-4
.,17.929000854492188,-71.6447982788086,-4
LRM,18.450700759887695,-68.91179656982422,-4
PUJ,18.567399978599997,-68.36340332030001,-4
POP,19.75790023803711,-70.56999969482422,-4
SDQ,18.42970085144,-69.668899536133,-4
.,18.503700256347656,-69.76170349121094,-4
STI,19.406099319458008,-70.60469818115234,-4
.,15.47350025177002,-88.83719635009766,-6
CBV,15.468999862670898,-90.40670013427734,-6
GUA,14.58329963684082,-90.52749633789062,-6
.,14.520999908447266,-91.69730377197266,-6
.,13.936200141899999,-90.83580017090001,-6
LCE,15.7425,-86.852997,-6
SAP,15.45259952545166,-87.92359924316406,-6
GJA,16.4454,-85.906601,-6
RTB,16.316799,-86.523003,-6
TEA,15.7759,-87.4758,-6
TGU,14.06089973449707,-87.21720123291016,-6
.,15.9268,-85.938202,-6
OCJ,18.404199600219727,-76.96900177001953,-5
KIN,17.935699462890625,-76.7874984741211,-5
MBJ,18.503700256347656,-77.91339874267578,-5
POT,18.1987991333,-76.53450012210001,-5
KTP,17.98859977722168,-76.82379913330078,-5
ACA,16.757099151611328,-99.75399780273438,-6
NTR,25.8656005859375,-100.23699951171875,-6
AGU,21.705601,-102.318001,-6
HUX,15.775300025939941,-96.26260375976562,-6
CVJ,18.834800720214844,-99.26129913330078,-6
.,29.33289909362793,-101.0989990234375,-6
CME,18.65369987487793,-91.79900360107422,-6
.,30.39739990234375,-107.875,-7
.,17.573799,-99.514297,-6
CUL,24.7644996643,-107.474998474,-7
CTM,18.50469970703125,-88.32679748535156,-5
CEN,27.39259910583496,-109.83300018310547,-7
CPE,19.816799163800003,-90.5002975464,-6
CJS,31.63610076904297,-106.42900085449219,-7
CUU,28.702899932900003,-105.964996338,-7
CVM,23.7033004761,-98.9564971924,-6
CZM,20.52239990234375,-86.92559814453125,-5
DGO,24.1242008209,-104.527999878,-6
TPQ,21.41950035095215,-104.84300231933594,-7
ESE,31.795299530029297,-116.60299682617188,-8
GDL,20.521799087524414,-103.31099700927734,-6
GYM,27.9689998626709,-110.92500305175781,-7
TCN,18.49720001220703,-97.4198989868164,-6
HMO,29.095899581900003,-111.047996521,-7
CLQ,19.2770004272,-103.577003479,-6
ISJ,21.2450008392334,-86.73999786376953,-5
SLW,25.54949951171875,-100.92900085449219,-6
.,16.44930076599121,-95.09369659423828,-6
LZC,18.0016994476,-102.221000671,-6
LMM,25.6851997375,-109.081001282,-7
BJX,20.993499755900004,-101.481002808,-6
LAP,24.072700500499998,-110.361999512,-7
LTO,25.989200592041016,-111.3479995727539,-7
MAM,25.7698993683,-97.5252990723,-6
MID,20.937000274699997,-89.657699585,-6
MXL,32.6305999756,-115.241996765,-8
MLM,19.849899292,-101.025001526,-6
MTT,18.1033992767,-94.58070373540001,-6
LOV,26.955699920654297,-101.47000122070312,-6
MEX,19.4363,-99.072098,-6
MTY,25.7784996033,-100.107002258,-6
MZT,23.1613998413,-106.26599884,-7
NOG,31.22610092163086,-110.97599792480469,-7
NLD,27.4438991547,-99.5705032349,-6
OAX,16.9999008179,-96.726600647,-6
PAZ,20.6026992798,-97.46080017090001,-6
PBC,19.1581001282,-98.3713989258,-6
PCA,20.07740020751953,-98.78250122070312,-6
PPE,31.356202,-113.525677,-7
PDS,28.627399444580078,-100.53500366210938,-6
UPN,19.396699905395508,-102.03900146484375,-6
PVR,20.680099487304688,-105.25399780273438,-6
PXM,15.8768997192,-97.08910369870001,-6
QRO,20.6173000336,-100.185997009,-6
REX,26.008899688699998,-98.2285003662,-6
SJD,23.15180015563965,-109.72100067138672,-7
SFH,30.930200576782,-114.80899810791,-8
SLP,22.254299163800003,-100.930999756,-6
TXA,19.537992,-98.173492,-6
.,16.739900589,-93.1733016968,-6
TRC,25.568300247199996,-103.411003113,-6
TGZ,16.5636005402,-93.02249908450001,-6
TIJ,32.541099548339844,-116.97000122070312,-8
TAM,22.2964000702,-97.8658981323,-6
TSL,22.0382995605,-98.80650329590001,-6
TLC,19.3370990753,-99.56600189210002,-6
TAP,14.7943000793,-92.3700027466,-6
CUN,21.036500930800003,-86.8770980835,-5
VSA,17.996999740600586,-92.81739807128906,-6
VER,19.1459007263,-96.1873016357,-6
ZCL,22.8971004486,-102.68699646,-6
ZIH,17.601600647,-101.460998535,-6
ZMM,20.045000076293945,-102.2760009765625,-6
ZLO,19.144800186199998,-104.558998108,-6
.,20.747922,-103.461709,-6
BEF,11.991000175476074,-83.77410125732422,-6
.,12.1899995803833,-86.35389709472656,-6
.,12.429200172424316,-86.90280151367188,-6
MGA,12.141500473022461,-86.16819763183594,-6
PUZ,14.047200202941895,-83.38670349121094,-6
BOC,9.340849876403809,-82.25080108642578,-5
CHX,9.458640098571777,-82.51679992675781,-5
DAV,8.390999794006348,-82.43499755859375,-5
BLB,8.91479,-79.599602,-5
PAC,8.973340034484863,-79.55560302734375,-5
.,8.085599899291992,-80.94529724121094,-5
PTY,9.0713596344,-79.3834991455,-5
.,9.163949,-83.330171,-6
OTR,8.60155963897705,-82.96859741210938,-6
.,9.98141002655,-84.7726974487,-6
.,10.20199966430664,-83.47219848632812,-6
.,8.916350364685059,-83.5073013305664,-6
GLF,8.654009819030762,-83.18219757080078,-6
.,10.2172002792,-83.79699707030001,-6
LIR,10.593299865722656,-85.54440307617188,-6
.,11.035300254821777,-84.70610046386719,-6
LIO,9.95796012878418,-83.02200317382812,-6
NOB,9.976490020750001,-85.65299987790002,-6
SJO,9.993860244750977,-84.20880126953125,-6
.,9.732170104980469,-82.98320007324219,-6
PMZ,8.951029777526855,-83.46859741210938,-6
XQP,9.443160057067871,-84.12979888916016,-6
.,10.288299560546875,-83.7135009765625,-6
.,8.826109886169434,-82.95890045166016,-6
SAL,13.4409,-89.055702,-6
.,13.69950008392334,-89.11990356445312,-6
.,18.271099090576172,-73.78829956054688,-5
CAP,19.732999801635742,-72.1947021484375,-5
.,18.241100311279297,-72.51850128173828,-5
PAP,18.579999923706055,-72.2925033569336,-5
BCA,20.365299224853516,-74.5062026977539,-5
BYM,20.396400451660156,-76.62139892578125,-5
AVI,22.027099609375,-78.78959655761719,-5
CCC,22.461000442499998,-78.32839965820001,-5
CFG,22.149999618530273,-80.41419982910156,-5
CYO,21.6165008545,-81.5459976196,-5
CMW,21.420299530029297,-77.84750366210938,-5
SCU,19.96980094909668,-75.83540344238281,-5
.,21.49970054626465,-78.20279693603516,-5
.,19.906499862671,-75.207099914551,-5
GAO,20.08530044555664,-75.1583023071289,-5
HAV,22.989200592041016,-82.40910339355469,-5
HOG,20.785600662231445,-76.31510162353516,-5
LCL,22.33609962463379,-83.64189910888672,-5
MOA,20.653900146484375,-74.92220306396484,-5
MZO,20.28809928894043,-77.08920288085938,-5
GER,21.834699630737305,-82.78379821777344,-5
UPB,23.032800674399997,-82.5793991089,-5
.,22.42140007019043,-83.67839813232422,-5
.,22.87150001525879,-82.5093002319336,-5
SNU,22.49220085144043,-79.943603515625,-5
.,21.509455906699998,-77.02059745790001,-5
.,21.642499923706055,-82.9551010131836,-5
.,21.9704,-79.442703,-5
VRA,23.034400939941406,-81.435302734375,-5
VTU,20.987600326538086,-76.93579864501953,-5
CYB,19.687000274658203,-79.88279724121094,-5
GCM,19.292800903299998,-81.3576965332,-5
.,24.287700653076172,-77.68460083007812,-5
ASD,24.697900772094727,-77.79560089111328,-5
MHH,26.511400222800003,-77.08350372310001,-5
SAQ,25.053800582885742,-78.04900360107422,-5
AXP,22.441799163800003,-73.97090148930002,-5
.,26.004600524902344,-77.39550018310547,-5
TCB,26.745300293,-77.3912963867,-5
CCZ,25.41710090637207,-77.88089752197266,-5
.,25.7383003235,-77.8401031494,-5
BIM,25.6998996735,-79.2647018433,-5
GGT,23.5625991821,-75.8779983521,-5
.,23.4666996002,-75.78170013430001,-5
ELH,25.474899292,-76.6835021973,-5
GHB,25.2847003937,-76.3310012817,-5
.,24.59429931640625,-76.82019805908203,-5
RSD,24.8950787333,-76.1768817902,-5
.,24.169099807739258,-76.43910217285156,-5
FPO,26.5587005615,-78.695602417,-5
IGA,20.975000381469727,-73.66690063476562,-5
LGI,23.1790008545,-75.09359741210001,-5
SML,23.582316804299996,-75.26862144470002,-5
MYG,22.3794994354,-73.01349639889999,-5
NAS,25.0389995575,-77.46620178219999,-5
.,22.181800842285156,-75.72949981689453,-5
.,23.68440055847168,-74.83619689941406,-5
ZSA,24.06329917907715,-74.52400207519531,-5
BZE,17.539100646972656,-88.30819702148438,-6
AIT,-18.830900192260742,-159.76400756835938,-10
RAR,-21.2026996613,-159.805999756,-10
NAN,-17.755399703979492,177.4429931640625,12
SUV,-18.04330062866211,178.5590057373047,12
TBU,-21.241199493408203,-175.14999389648438,13
VAV,-18.58530044555664,-173.96200561523438,13
TRW,1.3816399574279785,173.14700317382812,12
TBF,-1.2244700193405151,174.7760009765625,12
WLS,-13.2383003235,-176.199005127,12
APW,-13.829999923706055,-172.00799560546875,13
PPG,-14.3310003281,-170.710006714,-11
RUR,-22.434099197387695,-151.36099243164062,-10
TUB,-23.365400314331055,-149.5240020751953,-10
AAA,-17.35260009765625,-145.50999450683594,-10
.,-15.819899559020996,-140.88699340820312,-10
TIH,-15.119600296020508,-148.2310028076172,-10
REA,-18.465900421142578,-136.44000244140625,-10
FAV,-16.054100036621094,-145.65699768066406,-10
XMH,-14.436800003051758,-146.07000732421875,-10
GMR,-23.07990074157715,-134.88999938964844,-9
KKR,-15.663299560546875,-146.88499450683594,-10
MKP,-16.583900451660156,-143.6580047607422,-10
PKP,-14.809499740600586,-138.81300354003906,-10
TKP,-14.709500312805176,-145.24600219726562,-10
AXR,-15.248299598693848,-146.61700439453125,-10
MVT,-14.8681001663208,-148.7169952392578,-10
TKX,-14.45580005645752,-145.02499389648438,-10
NHV,-8.795599937438965,-140.22900390625,-9.5
BOB,-16.444400787353516,-151.75100708007812,-10
RGI,-14.954299926757812,-147.66099548339844,-10
HUH,-16.68720054626465,-151.02200317382812,-10
MOZ,-17.489999771118164,-149.76199340820312,-10
HOI,-18.074800491333008,-140.9459991455078,-10
MAU,-16.42650032043457,-152.24400329589844,-10
RFP,-16.7229,-151.466003,-10
VLI,-17.699300765991,168.32000732422,11
KNQ,-21.05430030822754,164.83700561523438,11
KOC,-20.546300888061523,164.25599670410156,11
LIF,-20.774799346923828,167.24000549316406,11
GEA,-22.25830078125,166.47300720214844,11
MEE,-21.481700897216797,168.03799438476562,11
TOU,-20.790000915527344,165.25900268554688,11
UVE,-20.640600204467773,166.572998046875,11
NOU,-22.01460075378418,166.21299743652344,11
AKL,-37.008098602299995,174.792007446,12
TUO,-38.73970031738281,176.08399963378906,12
AMZ,-37.029701232910156,174.97300720214844,12
CHC,-43.48939895629883,172.53199768066406,12
CHT,-43.810001373291016,-176.45700073242188,12.75
DUD,-45.9281005859375,170.197998046875,12
GIS,-38.663299560546875,177.97799682617188,12
.,-43.906700134277344,170.1280059814453,12
HKK,-42.713600158691406,170.98500061035156,12
HLZ,-37.8666992188,175.332000732,12
.,-39.646702,176.766998,12
KKE,-35.26279830932617,173.91200256347656,12
KAT,-35.06999969482422,173.28500366210938,12
ALR,-45.211700439453125,169.3730010986328,12
MON,-43.76499938964844,170.13299560546875,12
TEU,-45.53310012817383,167.64999389648438,12
MRO,-40.97330093383789,175.63400268554688,12
NPL,-39.00859832763672,174.1790008544922,12
NSN,-41.298301696777344,173.2209930419922,12
IVC,-46.41239929199219,168.31300354003906,12
.,-40.20600128173828,175.38800048828125,12
OAM,-44.970001220703125,171.08200073242188,12
PMR,-40.32059860229492,175.61700439453125,12
PPQ,-40.904701232910156,174.98899841308594,12
ZQN,-45.0210990906,168.738998413,12
ROT,-38.10919952392578,176.31700134277344,12
.,-39.4463996887207,175.6580047607422,12
.,-90,0,12
TRG,-37.67190170288086,176.1959991455078,12
TIU,-44.302799224853516,171.22500610351562,12
.,-44.2350006104,170.117996216,12
BHE,-41.5182991027832,173.8699951171875,12
.,-77.86740112304688,167.0570068359375,12
WKA,-44.722198486328,169.24600219727,12
.,-43.5511016846,172.552993774,12
WHK,-37.92060089111328,176.91400146484375,12
WLG,-41.3272018433,174.804992676,12
.,-39.006900787353516,177.40699768066406,12
.,-36.78779983520508,174.6300048828125,12
WRE,-35.7682991027832,174.36500549316406,12
WSZ,-41.73809814453125,171.58099365234375,12
WAG,-39.96220016479492,175.02499389648438,12
HEA,34.209999084472656,62.22829818725586,4.5
JAA,34.39979934692383,70.49859619140625,4.5
KBL,34.56589889526367,69.2123031616211,4.5
KDH,31.505800247192383,65.8478012084961,4.5
