ORIGIN,DESTINATION,BEGIN_DATE,END_DATE
CDG,SOU,2018-04-23 17:55:00,2018-04-23 18:10:00
CDG,SOU,2018-04-24 09:25:00,2018-04-24 09:40:00
CDG,SOU,2018-04-24 17:55:00,2018-04-24 18:10:00
CDG,SOU,2018-04-25 09:25:00,2018-04-25 09:40:00
CDG,SOU,2018-04-30 09:25:00,2018-04-30 09:40:00
CDG,SOU,2018-05-01 17:55:00,2018-05-01 18:10:00
CDG,SPU,2018-04-16 12:05:00,2018-04-16 14:05:00
CDG,SSG,2018-04-13 10:40:00,2018-04-13 18:05:00
CDG,SSG,2018-04-23 10:40:00,2018-04-23 18:05:00
CDG,STR,2018-04-02 17:50:00,2018-04-02 19:05:00
CDG,STR,2018-04-02 21:50:00,2018-04-02 23:05:00
CDG,STR,2018-04-03 09:25:00,2018-04-03 10:40:00
CDG,STR,2018-04-03 12:55:00,2018-04-03 14:10:00
CDG,STR,2018-04-03 17:50:00,2018-04-03 19:05:00
CDG,STR,2018-04-03 21:50:00,2018-04-03 23:05:00
CDG,STR,2018-04-04 09:25:00,2018-04-04 10:40:00
CDG,STR,2018-04-04 12:55:00,2018-04-04 14:10:00
CDG,STR,2018-04-05 17:50:00,2018-04-05 19:05:00
CDG,STR,2018-04-05 21:50:00,2018-04-05 23:05:00
CDG,STR,2018-04-06 17:50:00,2018-04-06 19:05:00
CDG,STR,2018-04-08 17:50:00,2018-04-08 19:05:00
CDG,STR,2018-04-08 21:50:00,2018-04-08 23:05:00
CDG,STR,2018-04-09 09:25:00,2018-04-09 10:40:00
CDG,STR,2018-04-09 12:55:00,2018-04-09 14:10:00
CDG,STR,2018-04-09 17:50:00,2018-04-09 19:05:00
CDG,STR,2018-04-10 09:25:00,2018-04-10 10:40:00
CDG,STR,2018-04-10 12:55:00,2018-04-10 14:10:00
CDG,STR,2018-04-10 17:50:00,2018-04-10 19:05:00
CDG,STR,2018-04-10 21:50:00,2018-04-10 23:05:00
CDG,STR,2018-04-11 09:25:00,2018-04-11 10:40:00
CDG,STR,2018-04-11 12:55:00,2018-04-11 14:10:00
CDG,STR,2018-04-11 17:50:00,2018-04-11 19:05:00
CDG,STR,2018-04-12 17:50:00,2018-04-12 19:05:00
CDG,STR,2018-04-12 21:50:00,2018-04-12 23:05:00
CDG,STR,2018-04-13 09:25:00,2018-04-13 10:40:00
CDG,STR,2018-04-13 17:50:00,2018-04-13 19:05:00
CDG,STR,2018-04-16 09:25:00,2018-04-16 10:40:00
CDG,STR,2018-04-16 17:50:00,2018-04-16 19:05:00
CDG,STR,2018-04-16 21:50:00,2018-04-16 23:05:00
CDG,STR,2018-04-17 09:25:00,2018-04-17 10:40:00
CDG,STR,2018-04-17 17:50:00,2018-04-17 19:05:00
CDG,STR,2018-04-17 21:50:00,2018-04-17 23:05:00
CDG,STR,2018-04-18 09:25:00,2018-04-18 10:40:00
CDG,STR,2018-04-18 12:55:00,2018-04-18 14:10:00
CDG,STR,2018-04-18 17:50:00,2018-04-18 19:05:00
CDG,STR,2018-04-18 21:50:00,2018-04-18 23:05:00
CDG,STR,2018-04-19 09:25:00,2018-04-19 10:40:00
CDG,STR,2018-04-19 17:50:00,2018-04-19 19:05:00
CDG,STR,2018-04-20 17:50:00,2018-04-20 19:05:00
CDG,STR,2018-04-20 21:50:00,2018-04-20 23:05:00
CDG,STR,2018-04-23 12:55:00,2018-04-23 14:10:00
CDG,STR,2018-04-23 17:50:00,2018-04-23 19:05:00
CDG,STR,2018-04-24 09:25:00,2018-04-24 10:40:00
CDG,STR,2018-04-24 17:50:00,2018-04-24 19:05:00
CDG,STR,2018-04-25 09:25:00,2018-04-25 10:40:00
CDG,STR,2018-04-25 17:50:00,2018-04-25 19:05:00
CDG,STR,2018-04-25 21:50:00,2018-04-25 23:05:00
CDG,STR,2018-04-27 17:50:00,2018-04-27 19:05:00
CDG,STR,2018-05-04 17:50:00,2018-05-04 19:05:00
CDG,STR,2018-05-04 21:50:00,2018-05-04 23:05:00
CDG,STR,2018-05-08 21:50:00,2018-05-08 23:05:00
CDG,STR,2018-06-12 21:50:00,2018-06-12 23:05:00
CDG,SVO,2018-04-01 09:30:00,2018-04-01 14:10:00
CDG,SVO,2018-04-01 12:55:00,2018-04-01 17:40:00
CDG,SVO,2018-04-01 23:30:00,2018-04-02 04:00:00
CDG,SVO,2018-04-02 09:30:00,2018-04-02 14:10:00
CDG,SVO,2018-04-02 11:45:00,2018-04-02 16:20:00
CDG,SVO,2018-04-02 12:55:00,2018-04-02 17:40:00
CDG,SVO,2018-04-02 15:55:00,2018-04-02 20:30:00
CDG,SVO,2018-04-02 23:30:00,2018-04-03 04:00:00
CDG,SVO,2018-04-03 09:30:00,2018-04-03 14:10:00
CDG,SVO,2018-04-03 11:45:00,2018-04-03 16:20:00
CDG,SVO,2018-04-03 12:55:00,2018-04-03 17:40:00
CDG,SVO,2018-04-03 14:05:00,2018-04-03 18:40:00
CDG,SVO,2018-04-03 15:55:00,2018-04-03 20:30:00
CDG,SVO,2018-04-04 11:45:00,2018-04-04 16:20:00
CDG,SVO,2018-04-04 15:55:00,2018-04-04 20:30:00
CDG,SVO,2018-04-05 12:55:00,2018-04-05 17:40:00
CDG,SVO,2018-04-06 18:10:00,2018-04-06 22:40:00
CDG,SVO,2018-04-07 09:30:00,2018-04-07 14:10:00
CDG,SVO,2018-04-07 11:45:00,2018-04-07 16:20:00
CDG,SVO,2018-04-07 12:55:00,2018-04-07 17:40:00
CDG,SVO,2018-04-08 09:30:00,2018-04-08 14:10:00
CDG,SVO,2018-04-08 14:05:00,2018-04-08 18:40:00
CDG,SVO,2018-04-08 15:55:00,2018-04-08 20:30:00
CDG,SVO,2018-04-08 18:10:00,2018-04-08 22:40:00
CDG,SVO,2018-04-08 20:40:00,2018-04-09 01:25:00
CDG,SVO,2018-04-09 09:30:00,2018-04-09 14:10:00
CDG,SVO,2018-04-09 11:45:00,2018-04-09 16:20:00
CDG,SVO,2018-04-09 12:55:00,2018-04-09 17:40:00
CDG,SVO,2018-04-09 14:05:00,2018-04-09 18:40:00
CDG,SVO,2018-04-09 15:55:00,2018-04-09 20:30:00
CDG,SVO,2018-04-09 23:30:00,2018-04-10 04:00:00
CDG,SVO,2018-04-10 09:30:00,2018-04-10 14:10:00
CDG,SVO,2018-04-10 12:55:00,2018-04-10 17:40:00
CDG,SVO,2018-04-10 14:05:00,2018-04-10 18:40:00
CDG,SVO,2018-04-11 09:30:00,2018-04-11 14:10:00
CDG,SVO,2018-04-11 12:55:00,2018-04-11 17:40:00
CDG,SVO,2018-04-11 15:55:00,2018-04-11 20:30:00
CDG,SVO,2018-04-11 19:30:00,2018-04-12 00:05:00
CDG,SVO,2018-04-12 19:30:00,2018-04-13 00:05:00
CDG,SVO,2018-04-13 14:05:00,2018-04-13 18:40:00
CDG,SVO,2018-04-13 19:30:00,2018-04-14 00:05:00
CDG,SVO,2018-04-14 09:30:00,2018-04-14 14:10:00
CDG,SVO,2018-04-14 15:55:00,2018-04-14 20:30:00
CDG,SVO,2018-04-14 18:10:00,2018-04-14 22:40:00
CDG,SVO,2018-04-15 09:30:00,2018-04-15 14:10:00
CDG,SVO,2018-04-15 11:45:00,2018-04-15 16:20:00
CDG,SVO,2018-04-15 12:55:00,2018-04-15 17:40:00
CDG,SVO,2018-04-15 14:05:00,2018-04-15 18:40:00
CDG,SVO,2018-04-15 15:55:00,2018-04-15 20:30:00
CDG,SVO,2018-04-16 09:30:00,2018-04-16 14:10:00
CDG,SVO,2018-04-16 11:45:00,2018-04-16 16:20:00
CDG,SVO,2018-04-16 12:55:00,2018-04-16 17:40:00
CDG,SVO,2018-04-16 14:05:00,2018-04-16 18:40:00
CDG,SVO,2018-04-16 15:55:00,2018-04-16 20:30:00
CDG,SVO,2018-04-16 18:10:00,2018-04-16 22:40:00
CDG,SVO,2018-04-17 09:30:00,2018-04-17 14:10:00
CDG,SVO,2018-04-17 12:55:00,2018-04-17 17:40:00
CDG,SVO,2018-04-17 15:55:00,2018-04-17 20:30:00
CDG,SVO,2018-04-17 18:10:00,2018-04-17 22:40:00
CDG,SVO,2018-04-18 09:30:00,2018-04-18 14:10:00
CDG,SVO,2018-04-18 11:45:00,2018-04-18 16:20:00
CDG,SVO,2018-04-18 18:10:00,2018-04-18 22:40:00
CDG,SVO,2018-04-19 18:10:00,2018-04-19 22:40:00
CDG,SVO,2018-04-20 09:30:00,2018-04-20 14:10:00
CDG,SVO,2018-04-21 09:30:00,2018-04-21 14:10:00
CDG,SVO,2018-04-21 12:55:00,2018-04-21 17:40:00
CDG,SVO,2018-04-21 14:05:00,2018-04-21 18:40:00
CDG,SVO,2018-04-22 09:30:00,2018-04-22 14:10:00
CDG,SVO,2018-04-22 11:45:00,2018-04-22 16:20:00
CDG,SVO,2018-04-22 14:05:00,2018-04-22 18:40:00
CDG,SVO,2018-04-22 15:55:00,2018-04-22 20:30:00
CDG,SVO,2018-04-22 18:10:00,2018-04-22 22:40:00
CDG,SVO,2018-04-22 19:30:00,2018-04-23 00:05:00
CDG,SVO,2018-04-22 23:30:00,2018-04-23 04:00:00
CDG,SVO,2018-04-23 09:30:00,2018-04-23 14:10:00
CDG,SVO,2018-04-23 12:55:00,2018-04-23 17:40:00
CDG,SVO,2018-04-23 14:05:00,2018-04-23 18:40:00
CDG,SVO,2018-04-23 15:55:00,2018-04-23 20:30:00
CDG,SVO,2018-04-23 23:30:00,2018-04-24 04:00:00
CDG,SVO,2018-04-24 09:30:00,2018-04-24 14:10:00
CDG,SVO,2018-04-24 14:05:00,2018-04-24 18:40:00
CDG,SVO,2018-04-24 18:10:00,2018-04-24 22:40:00
CDG,SVO,2018-04-24 19:30:00,2018-04-25 00:05:00
CDG,SVO,2018-04-25 09:30:00,2018-04-25 14:10:00
CDG,SVO,2018-04-25 18:10:00,2018-04-25 22:40:00
CDG,SVO,2018-04-26 09:30:00,2018-04-26 14:10:00
CDG,SVO,2018-04-26 11:45:00,2018-04-26 16:20:00
CDG,SVO,2018-04-26 14:05:00,2018-04-26 18:40:00
CDG,SVO,2018-04-27 09:30:00,2018-04-27 14:10:00
CDG,SVO,2018-04-29 14:05:00,2018-04-29 18:40:00
CDG,SVO,2018-04-30 09:30:00,2018-04-30 14:10:00
CDG,SVO,2018-04-30 11:45:00,2018-04-30 16:20:00
CDG,SVO,2018-05-13 09:30:00,2018-05-13 14:10:00
CDG,TBS,2018-04-10 21:20:00,2018-04-11 03:50:00
CDG,TLL,2018-04-06 18:40:00,2018-04-06 22:35:00
CDG,TLN,2018-04-03 07:10:00,2018-04-03 08:40:00
CDG,TLN,2018-04-06 16:15:00,2018-04-06 17:45:00
CDG,TLN,2018-04-09 07:10:00,2018-04-09 08:40:00
CDG,TLN,2018-04-11 07:10:00,2018-04-11 08:40:00
CDG,TLN,2018-04-12 16:15:00,2018-04-12 17:45:00
CDG,TLN,2018-04-13 16:15:00,2018-04-13 17:45:00
CDG,TLN,2018-04-16 07:10:00,2018-04-16 08:40:00
CDG,TLN,2018-04-16 16:15:00,2018-04-16 17:45:00
CDG,TLN,2018-04-17 07:10:00,2018-04-17 08:40:00
CDG,TLN,2018-04-18 16:15:00,2018-04-18 17:45:00
CDG,TLN,2018-04-19 16:15:00,2018-04-19 17:45:00
CDG,TLN,2018-04-20 16:15:00,2018-04-20 17:45:00
CDG,TLN,2018-04-23 07:10:00,2018-04-23 08:40:00
CDG,TLN,2018-04-24 07:10:00,2018-04-24 08:40:00
CDG,TLN,2018-04-25 07:10:00,2018-04-25 08:40:00
CDG,TLN,2018-04-26 07:10:00,2018-04-26 08:40:00
CDG,TLN,2018-04-27 16:15:00,2018-04-27 17:45:00
CDG,TLN,2018-05-18 07:10:00,2018-05-18 08:40:00
CDG,TLS,2018-04-01 13:05:00,2018-04-01 14:25:00
CDG,TLS,2018-04-02 18:40:00,2018-04-02 20:00:00
CDG,TLS,2018-04-02 21:00:00,2018-04-02 22:20:00
CDG,TLS,2018-04-03 07:25:00,2018-04-03 08:45:00
CDG,TLS,2018-04-03 09:45:00,2018-04-03 11:05:00
CDG,TLS,2018-04-03 18:40:00,2018-04-03 20:00:00
CDG,TLS,2018-04-04 07:25:00,2018-04-04 08:45:00
CDG,TLS,2018-04-04 09:45:00,2018-04-04 11:05:00
CDG,TLS,2018-04-04 13:05:00,2018-04-04 14:25:00
CDG,TLS,2018-04-04 14:55:00,2018-04-04 16:15:00
CDG,TLS,2018-04-04 18:40:00,2018-04-04 20:00:00
CDG,TLS,2018-04-05 07:25:00,2018-04-05 08:45:00
CDG,TLS,2018-04-05 09:45:00,2018-04-05 11:05:00
CDG,TLS,2018-04-05 13:05:00,2018-04-05 14:25:00
CDG,TLS,2018-04-05 18:40:00,2018-04-05 20:00:00
CDG,TLS,2018-04-05 21:00:00,2018-04-05 22:20:00
CDG,TLS,2018-04-06 09:45:00,2018-04-06 11:05:00
CDG,TLS,2018-04-06 17:50:00,2018-04-06 19:15:00
CDG,TLS,2018-04-06 18:40:00,2018-04-06 20:00:00
CDG,TLS,2018-04-06 21:00:00,2018-04-06 22:20:00
CDG,TLS,2018-04-07 07:25:00,2018-04-07 08:45:00
CDG,TLS,2018-04-07 08:30:00,2018-04-07 09:50:00
CDG,TLS,2018-04-07 13:05:00,2018-04-07 14:25:00
CDG,TLS,2018-04-07 18:40:00,2018-04-07 20:00:00
CDG,TLS,2018-04-08 13:05:00,2018-04-08 14:25:00
CDG,TLS,2018-04-08 14:55:00,2018-04-08 16:15:00
CDG,TLS,2018-04-08 18:40:00,2018-04-08 20:00:00
CDG,TLS,2018-04-08 21:00:00,2018-04-08 22:20:00
CDG,TLS,2018-04-09 07:25:00,2018-04-09 08:45:00
CDG,TLS,2018-04-09 08:25:00,2018-04-09 09:50:00
CDG,TLS,2018-04-09 09:45:00,2018-04-09 11:05:00
CDG,TLS,2018-04-09 18:40:00,2018-04-09 20:00:00
CDG,TLS,2018-04-10 07:25:00,2018-04-10 08:45:00
CDG,TLS,2018-04-10 18:40:00,2018-04-10 20:00:00
CDG,TLS,2018-04-10 21:00:00,2018-04-10 22:20:00
CDG,TLS,2018-04-10 21:20:00,2018-04-10 22:45:00
CDG,TLS,2018-04-11 07:25:00,2018-04-11 08:45:00
CDG,TLS,2018-04-11 08:25:00,2018-04-11 09:50:00
CDG,TLS,2018-04-11 13:05:00,2018-04-11 14:25:00
CDG,TLS,2018-04-11 14:55:00,2018-04-11 16:15:00
CDG,TLS,2018-04-11 18:40:00,2018-04-11 20:00:00
CDG,TLS,2018-04-11 21:00:00,2018-04-11 22:20:00
CDG,TLS,2018-04-12 07:25:00,2018-04-12 08:45:00
CDG,TLS,2018-04-12 08:25:00,2018-04-12 09:50:00
CDG,TLS,2018-04-12 09:45:00,2018-04-12 11:05:00
CDG,TLS,2018-04-12 13:05:00,2018-04-12 14:25:00
CDG,TLS,2018-04-12 14:55:00,2018-04-12 16:15:00
CDG,TLS,2018-04-12 18:40:00,2018-04-12 20:00:00
CDG,TLS,2018-04-12 21:00:00,2018-04-12 22:20:00
CDG,TLS,2018-04-13 07:25:00,2018-04-13 08:45:00
CDG,TLS,2018-04-13 09:45:00,2018-04-13 11:05:00
CDG,TLS,2018-04-13 13:05:00,2018-04-13 14:25:00
CDG,TLS,2018-04-13 14:55:00,2018-04-13 16:15:00
CDG,TLS,2018-04-13 17:50:00,2018-04-13 19:15:00
CDG,TLS,2018-04-13 18:40:00,2018-04-13 20:00:00
CDG,TLS,2018-04-13 21:00:00,2018-04-13 22:20:00
CDG,TLS,2018-04-14 07:25:00,2018-04-14 08:45:00
CDG,TLS,2018-04-14 08:30:00,2018-04-14 09:50:00
CDG,TLS,2018-04-14 09:45:00,2018-04-14 11:05:00
CDG,TLS,2018-04-14 13:05:00,2018-04-14 14:25:00
CDG,TLS,2018-04-14 18:40:00,2018-04-14 20:00:00
CDG,TLS,2018-04-14 21:00:00,2018-04-14 22:20:00
CDG,TLS,2018-04-15 14:55:00,2018-04-15 16:15:00
CDG,TLS,2018-04-15 21:00:00,2018-04-15 22:20:00
CDG,TLS,2018-04-16 07:25:00,2018-04-16 08:45:00
CDG,TLS,2018-04-16 09:45:00,2018-04-16 11:05:00
CDG,TLS,2018-04-16 13:05:00,2018-04-16 14:25:00
CDG,TLS,2018-04-16 18:40:00,2018-04-16 20:00:00
CDG,TLS,2018-04-17 18:40:00,2018-04-17 20:00:00
CDG,TLS,2018-04-17 21:00:00,2018-04-17 22:20:00
CDG,TLS,2018-04-17 21:20:00,2018-04-17 22:45:00
CDG,TLS,2018-04-18 08:25:00,2018-04-18 09:50:00
CDG,TLS,2018-04-18 09:45:00,2018-04-18 11:05:00
CDG,TLS,2018-04-18 14:55:00,2018-04-18 16:15:00
CDG,TLS,2018-04-18 18:40:00,2018-04-18 20:00:00
CDG,TLS,2018-04-18 21:00:00,2018-04-18 22:20:00
CDG,TLS,2018-04-19 07:25:00,2018-04-19 08:45:00
CDG,TLS,2018-04-19 09:45:00,2018-04-19 11:05:00
CDG,TLS,2018-04-19 13:05:00,2018-04-19 14:25:00
CDG,TLS,2018-04-19 14:55:00,2018-04-19 16:15:00
CDG,TLS,2018-04-19 18:40:00,2018-04-19 20:00:00
CDG,TLS,2018-04-19 21:00:00,2018-04-19 22:20:00
CDG,TLS,2018-04-20 07:25:00,2018-04-20 08:45:00
CDG,TLS,2018-04-20 13:05:00,2018-04-20 14:25:00
CDG,TLS,2018-04-20 14:55:00,2018-04-20 16:15:00
CDG,TLS,2018-04-20 17:50:00,2018-04-20 19:15:00
CDG,TLS,2018-04-20 18:40:00,2018-04-20 20:00:00
CDG,TLS,2018-04-20 21:00:00,2018-04-20 22:20:00
CDG,TLS,2018-04-21 07:25:00,2018-04-21 08:45:00
CDG,TLS,2018-04-21 08:30:00,2018-04-21 09:50:00
CDG,TLS,2018-04-21 14:55:00,2018-04-21 16:15:00
CDG,TLS,2018-04-21 18:40:00,2018-04-21 20:00:00
CDG,TLS,2018-04-22 13:05:00,2018-04-22 14:25:00
CDG,TLS,2018-04-22 14:55:00,2018-04-22 16:15:00
CDG,TLS,2018-04-22 18:40:00,2018-04-22 20:00:00
CDG,TLS,2018-04-23 07:25:00,2018-04-23 08:45:00
CDG,TLS,2018-04-23 08:25:00,2018-04-23 09:50:00
CDG,TLS,2018-04-23 09:45:00,2018-04-23 11:05:00
CDG,TLS,2018-04-23 18:40:00,2018-04-23 20:00:00
CDG,TLS,2018-04-23 21:00:00,2018-04-23 22:20:00
CDG,TLS,2018-04-24 07:25:00,2018-04-24 08:45:00
CDG,TLS,2018-04-24 14:55:00,2018-04-24 16:15:00
CDG,TLS,2018-04-24 18:40:00,2018-04-24 20:00:00
CDG,TLS,2018-04-24 21:00:00,2018-04-24 22:20:00
CDG,TLS,2018-04-25 07:25:00,2018-04-25 08:45:00
CDG,TLS,2018-04-25 13:05:00,2018-04-25 14:25:00
CDG,TLS,2018-04-25 14:55:00,2018-04-25 16:15:00
CDG,TLS,2018-04-25 18:40:00,2018-04-25 20:00:00
CDG,TLS,2018-04-25 21:00:00,2018-04-25 22:20:00
CDG,TLS,2018-04-25 21:20:00,2018-04-25 22:45:00
CDG,TLS,2018-04-26 07:25:00,2018-04-26 08:45:00
CDG,TLS,2018-04-26 09:45:00,2018-04-26 11:05:00
CDG,TLS,2018-04-26 13:05:00,2018-04-26 14:25:00
CDG,TLS,2018-04-26 14:55:00,2018-04-26 16:15:00
CDG,TLS,2018-04-26 18:40:00,2018-04-26 20:00:00
CDG,TLS,2018-04-26 21:00:00,2018-04-26 22:20:00
CDG,TLS,2018-04-27 07:25:00,2018-04-27 08:45:00
CDG,TLS,2018-04-27 08:25:00,2018-04-27 09:50:00
CDG,TLS,2018-04-27 09:45:00,2018-04-27 11:05:00
CDG,TLS,2018-04-27 14:55:00,2018-04-27 16:15:00
CDG,TLS,2018-04-27 17:50:00,2018-04-27 19:15:00
CDG,TLS,2018-04-27 18:40:00,2018-04-27 20:00:00
CDG,TLS,2018-04-27 21:00:00,2018-04-27 22:20:00
CDG,TLS,2018-04-28 08:30:00,2018-04-28 09:50:00
CDG,TLS,2018-04-28 09:45:00,2018-04-28 11:05:00
CDG,TLS,2018-04-28 13:05:00,2018-04-28 14:25:00
CDG,TLS,2018-04-28 18:40:00,2018-04-28 20:00:00
CDG,TLS,2018-04-29 09:45:00,2018-04-29 11:05:00
CDG,TLS,2018-04-29 14:55:00,2018-04-29 16:15:00
CDG,TLS,2018-04-30 18:40:00,2018-04-30 20:00:00
CDG,TLS,2018-05-02 21:00:00,2018-05-02 22:20:00
CDG,TLS,2018-05-05 13:05:00,2018-05-05 14:25:00
CDG,TLS,2018-05-06 07:25:00,2018-05-06 08:45:00
CDG,TLS,2018-05-06 09:45:00,2018-05-06 11:05:00
CDG,TLS,2018-05-12 09:45:00,2018-05-12 11:05:00
CDG,TLS,2018-05-18 07:25:00,2018-05-18 08:45:00
CDG,TLS,2018-06-01 09:45:00,2018-06-01 11:05:00
CDG,TLS,2018-06-05 09:45:00,2018-06-05 11:05:00
CDG,TLV,2018-04-09 11:20:00,2018-04-09 16:50:00
CDG,TLV,2018-04-12 00:50:00,2018-04-12 06:15:00
CDG,TLV,2018-04-23 09:50:00,2018-04-23 15:20:00
CDG,TLV,2018-04-24 11:20:00,2018-04-24 16:50:00
CDG,TLV,2018-04-24 18:00:00,2018-04-24 23:25:00
CDG,TLV,2018-04-28 09:50:00,2018-04-28 15:20:00
CDG,TLV,2018-04-28 23:15:00,2018-04-29 04:50:00
CDG,TNG,2018-04-01 15:20:00,2018-04-01 17:00:00
CDG,TNR,2018-04-03 10:40:00,2018-04-03 22:15:00
CDG,TNR,2018-04-05 10:40:00,2018-04-05 22:15:00
CDG,TNR,2018-04-07 10:40:00,2018-04-07 22:15:00
CDG,TNR,2018-04-07 18:15:00,2018-04-08 06:10:00
CDG,TNR,2018-04-10 10:40:00,2018-04-10 22:15:00
CDG,TNR,2018-04-14 10:40:00,2018-04-14 22:15:00
CDG,TNR,2018-04-17 10:40:00,2018-04-17 22:15:00
CDG,TNR,2018-04-19 10:40:00,2018-04-19 22:15:00
CDG,TNR,2018-04-21 10:40:00,2018-04-21 22:15:00
CDG,TNR,2018-04-24 10:40:00,2018-04-24 22:15:00
CDG,TNR,2018-04-26 10:40:00,2018-04-26 22:15:00
CDG,TNR,2018-05-01 10:40:00,2018-05-01 22:15:00
CDG,TNR,2018-05-03 10:40:00,2018-05-03 22:15:00
CDG,TNR,2018-05-08 10:40:00,2018-05-08 22:15:00
CDG,TNR,2018-05-10 10:40:00,2018-05-10 22:15:00
CDG,TNR,2018-05-17 10:40:00,2018-05-17 22:15:00
CDG,TNR,2018-05-19 10:40:00,2018-05-19 22:15:00
CDG,TNR,2018-05-29 10:40:00,2018-05-29 22:15:00
CDG,TNR,2018-05-31 10:40:00,2018-05-31 22:15:00
CDG,TNR,2018-06-14 10:40:00,2018-06-14 22:15:00
CDG,TNR,2018-07-07 10:40:00,2018-07-07 22:15:00
CDG,TNR,2018-07-08 10:40:00,2018-07-08 22:15:00
CDG,TNR,2018-07-12 10:40:00,2018-07-12 22:15:00
CDG,TNR,2018-07-24 10:40:00,2018-07-24 22:15:00
CDG,TNR,2018-07-28 10:40:00,2018-07-28 22:15:00
CDG,TNR,2018-08-09 10:40:00,2018-08-09 22:15:00
CDG,TNR,2018-08-11 10:40:00,2018-08-11 22:15:00
CDG,TNR,2018-09-06 10:40:00,2018-09-06 22:15:00
CDG,TNR,2018-09-18 10:40:00,2018-09-18 22:15:00
CDG,TNR,2018-09-27 10:40:00,2018-09-27 22:15:00
CDG,TNR,2018-10-14 10:40:00,2018-10-14 22:15:00
CDG,TNR,2018-11-29 10:10:00,2018-11-29 23:10:00
CDG,TNR,2019-02-14 10:10:00,2019-02-14 23:10:00
CDG,TNR,2019-03-29 10:10:00,2019-03-29 23:10:00
CDG,TPE,2018-04-01 11:20:00,2018-04-02 06:30:00
CDG,TPE,2018-04-19 13:35:00,2018-04-20 08:15:00
CDG,TPE,2018-04-21 13:35:00,2018-04-22 08:15:00
CDG,TPE,2018-04-23 13:35:00,2018-04-24 08:15:00
CDG,TRN,2018-04-04 07:50:00,2018-04-04 09:35:00
CDG,TRN,2018-04-05 07:50:00,2018-04-05 09:35:00
CDG,TRN,2018-04-08 18:35:00,2018-04-08 20:05:00
CDG,TRN,2018-04-09 12:55:00,2018-04-09 14:30:00
CDG,TRN,2018-04-09 18:35:00,2018-04-09 20:05:00
CDG,TRN,2018-04-10 12:55:00,2018-04-10 14:30:00
CDG,TRN,2018-04-12 07:50:00,2018-04-12 09:35:00
CDG,TRN,2018-04-12 12:55:00,2018-04-12 14:30:00
CDG,TRN,2018-04-16 07:50:00,2018-04-16 09:35:00
CDG,TRN,2018-04-16 12:55:00,2018-04-16 14:30:00
CDG,TRN,2018-04-16 18:35:00,2018-04-16 20:05:00
CDG,TRN,2018-04-16 21:20:00,2018-04-16 22:55:00
CDG,TRN,2018-04-17 12:55:00,2018-04-17 14:30:00
CDG,TRN,2018-04-17 18:35:00,2018-04-17 20:05:00
CDG,TRN,2018-04-18 07:50:00,2018-04-18 09:35:00
CDG,TRN,2018-04-18 10:30:00,2018-04-18 11:45:00
CDG,TRN,2018-04-18 12:55:00,2018-04-18 14:30:00
CDG,TRN,2018-04-18 18:35:00,2018-04-18 20:05:00
CDG,TRN,2018-04-18 21:20:00,2018-04-18 22:55:00
CDG,TRN,2018-04-19 07:50:00,2018-04-19 09:35:00
CDG,TRN,2018-04-23 12:55:00,2018-04-23 14:30:00
CDG,TRN,2018-04-23 18:35:00,2018-04-23 20:05:00
CDG,TRN,2018-04-26 12:55:00,2018-04-26 14:30:00
CDG,TRN,2018-04-29 12:55:00,2018-04-29 14:30:00
CDG,TSE,2018-04-06 19:20:00,2018-04-07 05:35:00
CDG,TSE,2018-04-08 19:20:00,2018-04-09 05:35:00
CDG,TSE,2018-04-22 19:20:00,2018-04-23 05:35:00
CDG,TSE,2018-04-29 19:20:00,2018-04-30 05:35:00
CDG,TUN,2018-04-02 10:05:00,2018-04-02 11:30:00
CDG,TUN,2018-04-02 13:55:00,2018-04-02 15:15:00
CDG,TUN,2018-04-03 13:55:00,2018-04-03 15:15:00
CDG,TUN,2018-04-04 07:20:00,2018-04-04 08:50:00
CDG,TUN,2018-04-04 10:05:00,2018-04-04 11:30:00
CDG,TUN,2018-04-04 13:55:00,2018-04-04 15:15:00
CDG,TUN,2018-04-05 07:20:00,2018-04-05 08:50:00
CDG,TUN,2018-04-05 10:05:00,2018-04-05 11:30:00
CDG,TUN,2018-04-05 13:55:00,2018-04-05 15:15:00
CDG,TUN,2018-04-07 13:55:00,2018-04-07 15:15:00
CDG,TUN,2018-04-09 10:05:00,2018-04-09 11:30:00
CDG,TUN,2018-04-09 13:55:00,2018-04-09 15:15:00
CDG,TUN,2018-04-10 13:55:00,2018-04-10 15:15:00
CDG,TUN,2018-04-11 10:05:00,2018-04-11 11:30:00
CDG,TUN,2018-04-13 10:05:00,2018-04-13 11:30:00
CDG,TUN,2018-04-13 13:55:00,2018-04-13 15:15:00
CDG,TUN,2018-04-14 07:20:00,2018-04-14 08:50:00
CDG,TUN,2018-04-14 10:05:00,2018-04-14 11:30:00
CDG,TUN,2018-04-16 07:20:00,2018-04-16 08:50:00
CDG,TUN,2018-04-16 10:05:00,2018-04-16 11:30:00
CDG,TUN,2018-04-16 22:55:00,2018-04-17 00:25:00
CDG,TUN,2018-04-17 07:20:00,2018-04-17 08:50:00
CDG,TUN,2018-04-18 13:55:00,2018-04-18 15:15:00
CDG,TUN,2018-04-19 07:20:00,2018-04-19 08:50:00
CDG,TUN,2018-04-19 10:05:00,2018-04-19 11:30:00
