ORIGIN,DESTINATION,BEGIN_DATE,END_DATE
AAL,AMS,2018-04-04 18:20:00,2018-04-04 19:45:00
AAL,AMS,2018-04-11 18:20:00,2018-04-11 19:45:00
AAL,AMS,2018-04-27 14:05:00,2018-04-27 15:30:00
AAR,CPH,2018-04-06 09:20:00,2018-04-06 10:00:00
AAR,CPH,2018-04-09 13:15:00,2018-04-09 13:55:00
AAR,CPH,2018-04-09 15:50:00,2018-04-09 16:30:00
ABJ,BKO,2018-04-01 12:20:00,2018-04-01 14:00:00
ABJ,BKO,2018-04-10 12:20:00,2018-04-10 14:00:00
ABJ,BRU,2018-04-06 22:00:00,2018-04-07 06:40:00
ABJ,BRU,2018-04-10 22:00:00,2018-04-11 06:40:00
ABJ,BRU,2018-04-17 22:00:00,2018-04-18 06:40:00
ABJ,BRU,2018-04-19 19:45:00,2018-04-20 06:40:00
ABJ,BRU,2018-04-20 22:00:00,2018-04-21 06:40:00
ABJ,BRU,2018-05-03 19:45:00,2018-05-04 06:40:00
ABJ,BRU,2018-05-04 22:00:00,2018-05-05 06:40:00
ABJ,BRU,2018-11-21 20:05:00,2018-11-22 05:10:00
ABJ,BZV,2018-06-15 19:30:00,2018-06-16 01:15:00
ABJ,CDG,2018-04-03 22:35:00,2018-04-04 07:00:00
ABJ,CDG,2018-04-06 22:35:00,2018-04-07 07:00:00
ABJ,CDG,2018-04-08 22:35:00,2018-04-09 07:00:00
ABJ,CDG,2018-04-09 22:35:00,2018-04-10 07:00:00
ABJ,CDG,2018-04-11 22:35:00,2018-04-12 07:00:00
ABJ,CDG,2018-04-12 22:35:00,2018-04-13 07:00:00
ABJ,CDG,2018-04-13 22:35:00,2018-04-14 07:00:00
ABJ,CDG,2018-04-14 22:35:00,2018-04-15 07:00:00
ABJ,CDG,2018-04-16 22:35:00,2018-04-17 07:00:00
ABJ,CDG,2018-04-17 22:35:00,2018-04-18 07:00:00
ABJ,CDG,2018-04-18 22:35:00,2018-04-19 07:00:00
ABJ,CDG,2018-04-19 18:55:00,2018-04-20 06:10:00
ABJ,CDG,2018-04-19 22:35:00,2018-04-20 07:00:00
ABJ,CDG,2018-04-20 22:35:00,2018-04-21 07:00:00
ABJ,CDG,2018-04-21 22:35:00,2018-04-22 07:00:00
ABJ,CDG,2018-04-22 22:35:00,2018-04-23 07:00:00
ABJ,CDG,2018-04-23 22:35:00,2018-04-24 07:00:00
ABJ,CDG,2018-04-24 22:35:00,2018-04-25 07:00:00
ABJ,CDG,2018-04-25 22:35:00,2018-04-26 07:00:00
ABJ,CDG,2018-04-26 18:55:00,2018-04-27 06:10:00
ABJ,CDG,2018-04-26 22:35:00,2018-04-27 07:00:00
ABJ,CDG,2018-04-27 18:55:00,2018-04-28 06:10:00
ABJ,CDG,2018-04-27 22:35:00,2018-04-28 07:00:00
ABJ,CDG,2018-04-28 22:35:00,2018-04-29 07:00:00
ABJ,CDG,2018-04-30 22:35:00,2018-05-01 07:00:00
ABJ,CDG,2018-05-01 22:35:00,2018-05-02 07:00:00
ABJ,CDG,2018-05-03 22:35:00,2018-05-04 07:00:00
ABJ,CDG,2018-05-04 22:35:00,2018-05-05 07:00:00
ABJ,CDG,2018-05-08 22:35:00,2018-05-09 07:00:00
ABJ,CDG,2018-05-09 18:55:00,2018-05-10 06:10:00
ABJ,CDG,2018-05-11 22:35:00,2018-05-12 07:00:00
ABJ,CKY,2018-04-11 12:10:00,2018-04-11 14:10:00
ABJ,CKY,2018-04-12 12:10:00,2018-04-12 14:35:00
ABJ,CKY,2018-04-16 12:10:00,2018-04-16 14:35:00
ABJ,CKY,2018-04-26 12:10:00,2018-04-26 14:35:00
ABJ,CKY,2018-04-28 12:10:00,2018-04-28 14:10:00
ABJ,CMN,2018-04-06 01:45:00,2018-04-06 07:00:00
ABJ,CMN,2018-04-07 01:45:00,2018-04-07 07:00:00
ABJ,CMN,2018-04-25 01:45:00,2018-04-25 07:00:00
ABJ,CMN,2018-04-29 01:05:00,2018-04-29 06:20:00
ABJ,CMN,2018-04-29 01:45:00,2018-04-29 07:00:00
ABJ,DLA,2018-06-21 19:15:00,2018-06-21 22:35:00
ABJ,DSS,2018-04-08 19:20:00,2018-04-08 22:05:00
ABJ,DSS,2018-04-24 11:50:00,2018-04-24 14:35:00
ABJ,DSS,2018-04-24 12:20:00,2018-04-24 15:15:00
ABJ,DSS,2018-05-08 19:20:00,2018-05-08 22:05:00
ABJ,DSS,2018-07-13 11:50:00,2018-07-13 14:35:00
ABJ,DXB,2018-04-13 15:20:00,2018-04-14 05:50:00
ABJ,FIH,2018-04-28 19:10:00,2018-04-28 23:30:00
ABJ,IST,2018-04-17 23:00:00,2018-04-18 09:05:00
ABJ,JNB,2018-04-10 20:20:00,2018-04-11 06:05:00
ABJ,LFW,2018-04-08 19:50:00,2018-04-08 21:20:00
ABJ,LFW,2018-05-06 19:50:00,2018-05-06 21:20:00
ABJ,NBO,2018-04-03 20:25:00,2018-04-04 05:50:00
ABJ,NBO,2018-04-23 20:25:00,2018-04-24 05:50:00
ABJ,NDJ,2018-04-17 19:15:00,2018-04-18 01:05:00
ABJ,NIM,2018-04-03 12:15:00,2018-04-03 15:45:00
ABJ,NIM,2018-04-16 12:15:00,2018-04-16 15:15:00
ABJ,NSI,2018-04-07 19:30:00,2018-04-07 23:05:00
ABJ,ORY,2018-04-10 23:55:00,2018-04-11 08:30:00
ABJ,ORY,2018-04-25 23:55:00,2018-04-26 08:30:00
ABJ,OUA,2018-04-08 12:40:00,2018-04-08 14:15:00
ABJ,OUA,2018-04-29 12:40:00,2018-04-29 14:15:00
ABV,CDG,2018-04-17 23:00:00,2018-04-18 06:10:00
ABV,FRA,2018-04-06 22:15:00,2018-04-07 05:25:00
ABV,FRA,2018-04-19 22:15:00,2018-04-20 05:25:00
ABV,IST,2018-08-05 23:45:00,2018-08-06 08:00:00
ABV,LHR,2018-04-06 08:05:00,2018-04-06 14:35:00
ABZ,AMS,2018-04-12 17:20:00,2018-04-12 19:55:00
ABZ,AMS,2018-04-14 11:00:00,2018-04-14 13:35:00
ABZ,AMS,2018-04-23 09:15:00,2018-04-23 11:45:00
ABZ,AMS,2018-05-06 09:15:00,2018-05-06 11:45:00
ABZ,AMS,2018-05-27 06:00:00,2018-05-27 08:35:00
ABZ,AMS,2018-05-27 09:15:00,2018-05-27 11:45:00
ABZ,CDG,2018-04-04 13:45:00,2018-04-04 16:45:00
ABZ,CDG,2018-04-06 06:00:00,2018-04-06 09:05:00
ABZ,CDG,2018-04-07 06:00:00,2018-04-07 09:05:00
ABZ,CDG,2018-04-10 13:45:00,2018-04-10 16:45:00
ABZ,CDG,2018-04-11 06:00:00,2018-04-11 09:05:00
ABZ,CDG,2018-04-11 13:45:00,2018-04-11 16:45:00
ABZ,CDG,2018-04-12 13:45:00,2018-04-12 16:45:00
ABZ,CDG,2018-04-13 13:45:00,2018-04-13 16:45:00
ABZ,CDG,2018-04-14 06:00:00,2018-04-14 09:05:00
ABZ,CDG,2018-04-15 06:00:00,2018-04-15 09:05:00
ABZ,CDG,2018-04-17 06:00:00,2018-04-17 09:05:00
ABZ,CDG,2018-04-18 13:45:00,2018-04-18 16:45:00
ABZ,CDG,2018-04-19 13:45:00,2018-04-19 16:45:00
ABZ,CDG,2018-04-20 13:45:00,2018-04-20 16:45:00
ABZ,CDG,2018-04-21 06:00:00,2018-04-21 09:05:00
ABZ,CDG,2018-04-21 13:45:00,2018-04-21 16:45:00
ABZ,CDG,2018-04-25 13:45:00,2018-04-25 16:45:00
ABZ,CDG,2018-04-26 06:00:00,2018-04-26 09:05:00
ABZ,CDG,2018-04-26 13:45:00,2018-04-26 16:45:00
ABZ,CDG,2018-04-27 06:00:00,2018-04-27 09:05:00
ABZ,CDG,2018-04-27 13:45:00,2018-04-27 16:45:00
ABZ,CDG,2018-04-29 13:45:00,2018-04-29 16:45:00
ABZ,CDG,2018-05-03 06:00:00,2018-05-03 09:05:00
ABZ,CDG,2018-05-04 06:00:00,2018-05-04 09:05:00
ABZ,CDG,2018-05-10 06:00:00,2018-05-10 09:05:00
ABZ,CDG,2018-05-13 13:45:00,2018-05-13 16:45:00
ABZ,LGW,2018-04-06 20:35:00,2018-04-06 22:10:00
ABZ,LHR,2018-04-17 16:20:00,2018-04-17 17:55:00
ABZ,MAN,2018-05-14 06:40:00,2018-05-14 08:00:00
ABZ,SVG,2018-04-18 17:50:00,2018-04-18 19:55:00
ACC,ADD,2018-05-04 12:20:00,2018-05-04 21:00:00
ACC,AMS,2018-04-12 22:00:00,2018-04-13 06:55:00
ACC,AMS,2018-04-12 22:00:00,2018-04-13 07:00:00
ACC,AMS,2018-04-19 22:00:00,2018-04-20 06:55:00
ACC,AMS,2018-04-20 22:00:00,2018-04-21 06:55:00
ACC,AMS,2018-04-20 22:00:00,2018-04-21 07:00:00
ACC,AMS,2018-04-21 22:00:00,2018-04-22 06:55:00
ACC,AMS,2018-04-27 22:00:00,2018-04-28 06:55:00
ACC,BRU,2018-04-27 22:05:00,2018-04-28 06:40:00
ACC,CDG,2018-04-04 23:25:00,2018-04-05 08:00:00
ACC,CDG,2018-04-06 23:25:00,2018-04-07 08:00:00
ACC,CDG,2018-04-12 23:25:00,2018-04-13 08:00:00
ACC,CDG,2018-04-13 23:25:00,2018-04-14 08:00:00
ACC,CDG,2018-04-16 23:25:00,2018-04-17 08:00:00
ACC,CDG,2018-04-17 19:20:00,2018-04-18 06:10:00
ACC,CDG,2018-04-18 23:25:00,2018-04-19 08:00:00
ACC,CDG,2018-04-26 23:25:00,2018-04-27 08:00:00
ACC,CDG,2018-04-27 19:20:00,2018-04-28 06:10:00
ACC,CDG,2018-04-30 23:25:00,2018-05-01 08:00:00
ACC,CDG,2018-05-01 19:20:00,2018-05-02 06:10:00
ACC,IST,2018-04-05 19:40:00,2018-04-06 05:35:00
ACC,LHR,2018-04-26 22:35:00,2018-04-27 06:15:00
ACC,LHR,2018-04-27 22:35:00,2018-04-28 06:15:00
ACC,LIS,2018-05-03 22:15:00,2018-05-04 04:45:00
ACC,LIS,2018-05-04 23:55:00,2018-05-05 06:20:00
ACC,NBO,2018-04-21 20:45:00,2018-04-22 05:40:00
ACE,BIO,2018-04-22 15:20:00,2018-04-22 19:10:00
ACE,LPA,2018-04-10 15:45:00,2018-04-10 16:30:00
ADA,IST,2018-04-04 15:45:00,2018-04-04 17:25:00
ADA,IST,2018-04-13 15:45:00,2018-04-13 17:25:00
ADA,IST,2018-04-29 07:30:00,2018-04-29 09:10:00
ADA,IST,2018-04-29 11:15:00,2018-04-29 13:00:00
ADB,IST,2018-04-04 19:05:00,2018-04-04 20:20:00
ADB,IST,2018-04-05 16:40:00,2018-04-05 17:55:00
ADB,IST,2018-04-06 03:45:00,2018-04-06 04:55:00
ADB,IST,2018-04-06 16:05:00,2018-04-06 17:20:00
ADB,IST,2018-04-09 15:05:00,2018-04-09 16:25:00
ADB,IST,2018-04-09 16:05:00,2018-04-09 17:20:00
ADB,IST,2018-04-15 21:50:00,2018-04-15 23:10:00
ADB,IST,2018-04-16 15:05:00,2018-04-16 16:25:00
ADB,IST,2018-04-16 16:05:00,2018-04-16 17:20:00
ADB,IST,2018-04-16 18:00:00,2018-04-16 19:20:00
ADB,IST,2018-04-19 03:45:00,2018-04-19 04:55:00
ADB,IST,2018-04-19 21:50:00,2018-04-19 23:10:00
ADB,MUC,2018-04-04 16:45:00,2018-04-04 18:25:00
ADB,SAW,2018-04-16 18:40:00,2018-04-16 19:50:00
ADD,ABJ,2018-04-25 10:30:00,2018-04-25 13:45:00
ADD,ABJ,2018-04-28 10:00:00,2018-04-28 13:15:00
ADD,ACC,2018-05-01 08:40:00,2018-05-01 11:20:00
ADD,BJM,2018-04-26 12:10:00,2018-04-26 13:40:00
ADD,BOM,2018-04-30 18:25:00,2018-05-01 02:05:00
ADD,BRU,2018-04-13 23:45:00,2018-04-14 08:30:00
ADD,CAI,2018-04-17 22:25:00,2018-04-18 01:20:00
ADD,CAI,2018-04-18 04:15:00,2018-04-18 06:50:00
ADD,CAI,2018-04-18 22:25:00,2018-04-19 01:20:00
ADD,CDG,2018-04-03 23:55:00,2018-04-04 06:20:00
ADD,CDG,2018-04-10 23:55:00,2018-04-11 06:20:00
ADD,CDG,2018-04-12 23:55:00,2018-04-13 06:20:00
ADD,CDG,2018-04-13 23:55:00,2018-04-14 06:20:00
ADD,CDG,2018-04-15 23:55:00,2018-04-16 06:20:00
ADD,CDG,2018-04-18 23:55:00,2018-04-19 06:20:00
ADD,CDG,2018-04-19 23:55:00,2018-04-20 06:20:00
ADD,CDG,2018-04-20 23:55:00,2018-04-21 06:20:00
ADD,CDG,2018-04-21 23:55:00,2018-04-22 06:20:00
ADD,CDG,2018-04-24 23:55:00,2018-04-25 06:20:00
ADD,CDG,2018-04-25 23:55:00,2018-04-26 06:20:00
ADD,CDG,2018-04-27 23:55:00,2018-04-28 06:20:00
ADD,CDG,2018-04-30 23:55:00,2018-05-01 06:20:00
ADD,CDG,2018-05-01 23:55:00,2018-05-02 06:20:00
ADD,CDG,2018-05-02 23:55:00,2018-05-03 06:20:00
ADD,CDG,2018-05-03 23:55:00,2018-05-04 06:20:00
ADD,CDG,2018-05-04 23:55:00,2018-05-05 06:20:00
ADD,CDG,2018-05-10 23:55:00,2018-05-11 06:20:00
ADD,CDG,2018-05-18 23:55:00,2018-05-19 06:20:00
ADD,CDG,2018-07-25 23:55:00,2018-07-26 06:20:00
ADD,CDG,2018-09-24 23:55:00,2018-09-25 06:20:00
ADD,CDG,2018-10-18 23:55:00,2018-10-19 06:20:00
ADD,CDG,2018-10-24 23:55:00,2018-10-25 06:20:00
ADD,CDG,2018-10-26 23:55:00,2018-10-27 06:20:00
ADD,CPT,2018-04-17 08:20:00,2018-04-17 13:50:00
ADD,DAR,2018-04-14 10:30:00,2018-04-14 13:20:00
ADD,DEL,2018-04-07 23:05:00,2018-04-08 08:05:00
ADD,DLA,2018-10-16 09:15:00,2018-10-16 11:35:00
ADD,EBB,2018-04-15 08:20:00,2018-04-15 10:25:00
ADD,EBB,2018-04-19 22:45:00,2018-04-20 00:55:00
ADD,EBB,2018-04-24 22:45:00,2018-04-25 00:55:00
ADD,EBB,2018-04-25 08:20:00,2018-04-25 10:25:00
ADD,EBB,2018-04-25 10:00:00,2018-04-25 12:05:00
ADD,FCO,2019-02-17 00:10:00,2019-02-17 04:30:00
ADD,FRA,2018-04-13 23:59:00,2018-04-14 06:10:00
ADD,HAH,2018-04-14 09:00:00,2018-04-14 12:50:00
ADD,HAH,2018-04-22 10:00:00,2018-04-22 13:50:00
ADD,HRE,2018-04-25 09:25:00,2018-04-25 12:25:00
ADD,JIB,2018-04-17 09:05:00,2018-04-17 10:20:00
ADD,JIB,2018-04-18 16:00:00,2018-04-18 18:20:00
ADD,JNB,2018-06-15 23:30:00,2018-06-16 03:55:00
ADD,JUB,2018-04-21 09:00:00,2018-04-21 11:00:00
ADD,JUB,2018-04-23 11:10:00,2018-04-23 13:10:00
ADD,JUB,2018-04-25 09:00:00,2018-04-25 11:00:00
ADD,KRT,2018-04-18 00:15:00,2018-04-18 01:05:00
ADD,KRT,2018-04-18 16:05:00,2018-04-18 16:55:00
ADD,LFW,2018-04-12 08:45:00,2018-04-12 11:15:00
ADD,LHR,2018-04-28 01:05:00,2018-04-28 06:50:00
ADD,LLW,2018-04-03 09:50:00,2018-04-03 12:50:00
ADD,LLW,2018-04-15 09:50:00,2018-04-15 12:50:00
ADD,LUN,2018-04-03 09:25:00,2018-04-03 12:15:00
ADD,LUN,2018-04-09 09:25:00,2018-04-09 14:30:00
ADD,LUN,2018-04-10 09:25:00,2018-04-10 12:15:00
ADD,MPM,2018-04-15 08:55:00,2018-04-15 13:25:00
ADD,MPM,2018-04-22 08:55:00,2018-04-22 13:25:00
ADD,NBO,2018-04-13 19:15:00,2018-04-13 21:25:00
ADD,NBO,2018-04-18 11:20:00,2018-04-18 13:30:00
ADD,NBO,2018-04-18 16:25:00,2018-04-18 18:35:00
ADD,NBO,2018-04-19 16:25:00,2018-04-19 18:35:00
ADD,NBO,2018-05-04 19:15:00,2018-05-04 21:25:00
ADD,NDJ,2018-04-13 10:15:00,2018-04-13 12:20:00
ADD,NDJ,2018-04-17 10:15:00,2018-04-17 12:20:00
ADD,PNR,2018-04-12 08:45:00,2018-04-12 13:15:00
ADD,PNR,2018-04-14 08:45:00,2018-04-14 13:15:00
ADD,PNR,2018-04-28 08:45:00,2018-04-28 13:15:00
ADD,TNR,2018-04-08 08:50:00,2018-04-08 13:40:00
ADD,VIE,2018-04-27 23:45:00,2018-04-28 05:15:00
AEP,COR,2018-04-10 08:05:00,2018-04-10 09:30:00
AEP,COR,2018-04-10 16:30:00,2018-04-10 17:55:00
AEP,COR,2018-04-11 16:40:00,2018-04-11 18:10:00
AEP,COR,2018-04-11 19:35:00,2018-04-11 21:00:00
AEP,COR,2018-04-12 19:35:00,2018-04-12 21:00:00
AEP,COR,2018-04-16 11:10:00,2018-04-16 12:35:00
AEP,COR,2018-04-18 18:10:00,2018-04-18 19:35:00
AEP,COR,2018-04-23 11:00:00,2018-04-23 12:25:00
AEP,COR,2018-04-23 18:35:00,2018-04-23 20:00:00
AEP,COR,2018-04-25 11:00:00,2018-04-25 12:25:00
AEP,COR,2018-04-25 13:50:00,2018-04-25 15:20:00
AEP,COR,2018-04-25 18:10:00,2018-04-25 19:35:00
AEP,CWB,2018-04-10 10:55:00,2018-04-10 13:05:00
AEP,CWB,2018-04-16 10:55:00,2018-04-16 13:05:00
AEP,CWB,2018-04-18 10:55:00,2018-04-18 13:05:00
AEP,CWB,2018-04-25 10:55:00,2018-04-25 13:05:00
AEP,CWB,2018-04-26 10:55:00,2018-04-26 13:05:00
AEP,GRU,2018-04-07 15:20:00,2018-04-07 18:05:00
AEP,GRU,2018-04-14 15:20:00,2018-04-14 18:05:00
AEP,GRU,2018-04-15 11:55:00,2018-04-15 14:25:00
AEP,GRU,2018-04-19 11:55:00,2018-04-19 14:25:00
AEP,GRU,2018-04-20 14:45:00,2018-04-20 17:30:00
AEP,GRU,2018-04-29 11:30:00,2018-04-29 14:25:00
AEP,GRU,2018-05-06 14:45:00,2018-05-06 17:30:00
AEP,IGR,2018-04-14 09:25:00,2018-04-14 11:15:00
AEP,MDZ,2018-04-22 05:55:00,2018-04-22 07:50:00
AEP,PRA,2018-04-16 15:55:00,2018-04-16 16:55:00
AEP,PRA,2018-04-17 15:55:00,2018-04-17 16:55:00
AEP,SCL,2018-04-13 18:20:00,2018-04-13 20:40:00
AEP,SCL,2018-04-15 18:20:00,2018-04-15 20:40:00
AEP,SFN,2018-04-10 07:15:00,2018-04-10 08:15:00
AEP,USH,2018-05-01 15:35:00,2018-05-01 19:10:00
AGA,CMN,2018-04-08 21:30:00,2018-04-08 22:35:00
AGA,CMN,2018-04-09 09:50:00,2018-04-09 10:55:00
AGA,CMN,2018-04-09 12:50:00,2018-04-09 13:55:00
AGA,CMN,2018-04-11 13:00:00,2018-04-11 14:15:00
AGA,CMN,2018-04-13 09:50:00,2018-04-13 10:55:00
AGA,CMN,2018-04-23 09:50:00,2018-04-23 10:55:00
AGA,CMN,2018-04-23 12:50:00,2018-04-23 13:55:00
AGA,CMN,2018-04-27 05:55:00,2018-04-27 07:00:00
AGA,LYS,2018-04-17 10:15:00,2018-04-17 14:30:00
AGA,ORY,2018-04-06 07:55:00,2018-04-06 12:15:00
AGA,ORY,2018-04-06 16:40:00,2018-04-06 21:00:00
AGA,ORY,2018-04-07 07:55:00,2018-04-07 12:15:00
AGA,ORY,2018-04-09 07:55:00,2018-04-09 12:15:00
AGA,ORY,2018-04-13 07:55:00,2018-04-13 12:15:00
AGA,ORY,2018-04-13 16:40:00,2018-04-13 21:00:00
AGA,ORY,2018-04-16 16:40:00,2018-04-16 21:00:00
AGA,ORY,2018-04-29 07:55:00,2018-04-29 12:15:00
AGA,ORY,2018-04-30 07:55:00,2018-04-30 12:15:00
AGA,ORY,2018-05-04 16:40:00,2018-05-04 21:00:00
AGF,ORY,2018-04-02 17:50:00,2018-04-02 19:25:00
AGF,ORY,2018-04-03 06:35:00,2018-04-03 08:10:00
AGF,ORY,2018-04-04 06:35:00,2018-04-04 08:10:00
AGF,ORY,2018-04-04 17:50:00,2018-04-04 19:25:00
AGF,ORY,2018-04-06 06:35:00,2018-04-06 08:10:00
AGF,ORY,2018-04-09 06:35:00,2018-04-09 08:10:00
AGF,ORY,2018-04-09 17:50:00,2018-04-09 19:25:00
AGF,ORY,2018-04-10 06:35:00,2018-04-10 08:10:00
AGF,ORY,2018-04-10 17:50:00,2018-04-10 19:25:00
AGF,ORY,2018-04-11 06:35:00,2018-04-11 08:10:00
AGF,ORY,2018-04-11 10:55:00,2018-04-11 12:30:00
AGF,ORY,2018-04-12 06:35:00,2018-04-12 08:10:00
AGF,ORY,2018-04-13 17:50:00,2018-04-13 19:25:00
AGF,ORY,2018-04-16 06:35:00,2018-04-16 08:10:00
AGF,ORY,2018-04-16 10:55:00,2018-04-16 12:30:00
AGF,ORY,2018-04-16 17:50:00,2018-04-16 19:25:00
AGF,ORY,2018-04-18 17:50:00,2018-04-18 19:25:00
AGF,ORY,2018-04-19 17:50:00,2018-04-19 19:25:00
AGF,ORY,2018-04-22 17:50:00,2018-04-22 19:25:00
AGF,ORY,2018-04-23 06:35:00,2018-04-23 08:10:00
AGF,ORY,2018-04-23 17:50:00,2018-04-23 19:25:00
AGF,ORY,2018-04-25 06:35:00,2018-04-25 08:10:00
AGF,ORY,2018-04-25 17:50:00,2018-04-25 19:25:00
AGF,ORY,2018-04-26 06:35:00,2018-04-26 08:10:00
AGF,ORY,2018-04-26 17:50:00,2018-04-26 19:25:00
AGF,ORY,2018-04-27 06:35:00,2018-04-27 08:10:00
AGP,BCN,2018-04-17 14:30:00,2018-04-17 16:05:00
AGP,BIO,2018-04-01 16:25:00,2018-04-01 17:55:00
AGP,BIO,2018-04-11 16:25:00,2018-04-11 17:55:00
AGP,BRS,2018-04-02 21:45:00,2018-04-02 23:25:00
AGP,BRU,2018-04-20 07:30:00,2018-04-20 10:25:00
AGP,CDG,2018-04-02 16:45:00,2018-04-02 19:25:00
AGP,CDG,2018-04-04 16:45:00,2018-04-04 19:25:00
AGP,CDG,2018-04-05 16:45:00,2018-04-05 19:25:00
AGP,CDG,2018-04-08 06:30:00,2018-04-08 09:10:00
AGP,CDG,2018-04-08 09:20:00,2018-04-08 12:00:00
AGP,CDG,2018-04-12 09:20:00,2018-04-12 12:00:00
AGP,CDG,2018-04-13 09:20:00,2018-04-13 12:00:00
AGP,CDG,2018-04-16 16:45:00,2018-04-16 19:25:00
AGP,CDG,2018-04-18 09:20:00,2018-04-18 12:00:00
AGP,CDG,2018-04-19 09:20:00,2018-04-19 12:00:00
AGP,CDG,2018-04-19 16:45:00,2018-04-19 19:25:00
AGP,CDG,2018-04-20 09:20:00,2018-04-20 12:00:00
AGP,CDG,2018-04-24 16:45:00,2018-04-24 19:25:00
AGP,CDG,2018-05-09 09:20:00,2018-05-09 12:00:00
AGP,CMN,2018-04-13 13:30:00,2018-04-13 14:15:00
AGP,FCO,2018-04-22 17:15:00,2018-04-22 19:45:00
AGP,GVA,2018-04-26 09:10:00,2018-04-26 11:30:00
AGP,LIS,2018-04-13 06:40:00,2018-04-13 07:15:00
AGP,MAD,2018-04-18 12:00:00,2018-04-18 13:30:00
AGP,MAD,2018-04-23 09:15:00,2018-04-23 10:30:00
AGP,MAD,2018-04-28 21:30:00,2018-04-28 22:45:00
AGP,NTE,2018-04-06 06:55:00,2018-04-06 09:00:00
AGP,NTE,2018-04-27 06:55:00,2018-04-27 09:00:00
AGP,NTE,2018-04-28 06:40:00,2018-04-28 08:45:00
AGP,ORY,2018-04-04 16:55:00,2018-04-04 19:25:00
AGP,ORY,2018-04-06 14:00:00,2018-04-06 16:30:00
AGP,ORY,2018-04-06 15:10:00,2018-04-06 17:40:00
AGP,ORY,2018-04-13 15:00:00,2018-04-13 17:30:00
AGP,ORY,2018-04-23 10:30:00,2018-04-23 13:00:00
AGP,ORY,2018-04-27 14:00:00,2018-04-27 16:30:00
AGP,STN,2018-04-11 11:55:00,2018-04-11 13:55:00
AGU,MEX,2018-04-06 17:12:00,2018-04-06 18:20:00
AGU,MEX,2018-04-26 19:41:00,2018-04-26 20:55:00
AHO,FCO,2018-04-13 19:20:00,2018-04-13 20:20:00
AJA,CDG,2018-04-14 16:15:00,2018-04-14 18:05:00
AJA,CDG,2018-04-21 16:15:00,2018-04-21 18:05:00
AJA,CRL,2018-04-12 10:40:00,2018-04-12 12:25:00
AJA,LYS,2018-04-13 12:00:00,2018-04-13 13:10:00
AJA,LYS,2018-04-20 12:00:00,2018-04-20 13:10:00
AJA,LYS,2018-04-27 11:00:00,2018-04-27 12:00:00
AJA,MRS,2018-04-02 15:40:00,2018-04-02 16:25:00
AJA,MRS,2018-04-02 20:10:00,2018-04-02 20:55:00
AJA,MRS,2018-04-03 15:40:00,2018-04-03 16:25:00
AJA,MRS,2018-04-04 20:10:00,2018-04-04 20:55:00
AJA,MRS,2018-04-05 15:40:00,2018-04-05 16:25:00
AJA,MRS,2018-04-05 20:10:00,2018-04-05 20:55:00
AJA,MRS,2018-04-06 15:40:00,2018-04-06 16:25:00
AJA,MRS,2018-04-06 20:10:00,2018-04-06 20:55:00
AJA,MRS,2018-04-08 16:35:00,2018-04-08 17:20:00
AJA,MRS,2018-04-09 15:40:00,2018-04-09 16:25:00
AJA,MRS,2018-04-10 07:00:00,2018-04-10 07:45:00
AJA,MRS,2018-04-10 15:40:00,2018-04-10 16:25:00
AJA,MRS,2018-04-11 15:40:00,2018-04-11 16:25:00
AJA,MRS,2018-04-11 20:10:00,2018-04-11 20:55:00
AJA,MRS,2018-04-12 15:40:00,2018-04-12 16:25:00
AJA,MRS,2018-04-12 20:10:00,2018-04-12 20:55:00
AJA,MRS,2018-04-13 07:00:00,2018-04-13 07:45:00
AJA,MRS,2018-04-15 16:35:00,2018-04-15 17:20:00
AJA,MRS,2018-04-16 20:10:00,2018-04-16 20:55:00
AJA,MRS,2018-04-18 15:40:00,2018-04-18 16:25:00
AJA,MRS,2018-04-18 20:10:00,2018-04-18 20:55:00
AJA,MRS,2018-04-19 07:00:00,2018-04-19 07:45:00
AJA,MRS,2018-04-19 20:10:00,2018-04-19 20:55:00
AJA,MRS,2018-04-20 15:40:00,2018-04-20 16:25:00
AJA,MRS,2018-04-24 20:10:00,2018-04-24 20:55:00
AJA,MRS,2018-04-25 07:00:00,2018-04-25 07:45:00
AJA,MRS,2018-04-25 15:40:00,2018-04-25 16:25:00
AJA,MRS,2018-04-26 15:40:00,2018-04-26 16:25:00
AJA,MRS,2018-04-26 20:10:00,2018-04-26 20:55:00
AJA,MRS,2018-04-27 07:00:00,2018-04-27 07:45:00
AJA,MRS,2018-04-27 15:40:00,2018-04-27 16:25:00
AJA,MRS,2018-04-27 20:10:00,2018-04-27 20:55:00
AJA,MRS,2018-05-02 07:00:00,2018-05-02 07:45:00
AJA,NCE,2018-04-04 07:30:00,2018-04-04 08:15:00
AJA,NCE,2018-04-05 07:30:00,2018-04-05 08:15:00
AJA,NCE,2018-04-11 07:30:00,2018-04-11 08:15:00
AJA,NCE,2018-04-11 19:25:00,2018-04-11 20:10:00
AJA,NCE,2018-04-12 19:25:00,2018-04-12 20:10:00
AJA,NCE,2018-04-13 16:40:00,2018-04-13 17:25:00
AJA,NCE,2018-04-24 07:30:00,2018-04-24 08:15:00
AJA,NCE,2018-04-25 19:25:00,2018-04-25 20:10:00
AJA,NCE,2018-04-30 19:25:00,2018-04-30 20:10:00
AJA,NCE,2018-05-01 19:25:00,2018-05-01 20:10:00
